A,0.36614537,0.6892451,-0.15295419,0.17140234,0.9025022,-0.58858794,0.42282122,0.69878334,-1.0204958,0.43420827,0.6499919,-3.1687105e-07,0.4565218,0.58174205,-0.0015498007,0.5000663,0.52770936,-0.006167377,0.5482645,0.50220466,-0.010280971,0.5852956,0.49233785,-0.014207043,0.53101623,0.5148165,-0.018028656,0.58357674,0.545098,-0.026145423,0.5672999,0.56854403,-0.027824307,0.54905295,0.57183546,-0.028496696,0.5368986,0.55693233,-0.022783138,0.5845537,0.588789,-0.029344177,0.56590396,0.6033651,-0.026490895,0.54599,0.6029727,-0.02595131,0.5398849,0.6024543,-0.026543392,0.58262986,0.6301095,-0.03461262,0.56391954,0.6422847,-0.026983397,0.5442071,0.63958305,-0.022520496,0.5423614,0.6483655,-0.029909685,0.57928836,0.6605797,-0.037615605,0.5626053,0.6723013,-0.031409293,0.54630625,0.67121047,-0.025522495
A,0.36732042,0.6990107,-0.1584101,0.16208851,0.8810495,-0.6195829,0.4329477,0.705995,-0.9959321,0.46593428,0.67653316,-1.3012497e-07,0.48882425,0.6105256,0.0011268214,0.5325043,0.5617751,-0.00050477404,0.579181,0.5403564,-0.0015561406,0.6145972,0.5419489,-0.0029228597,0.5670141,0.56388927,-0.013391049,0.6142304,0.58613855,-0.017230023,0.60012054,0.60108376,-0.017479312,0.58216566,0.6027643,-0.016993932,0.5724602,0.6064063,-0.016301474,0.6097631,0.6291963,-0.014859583,0.5956348,0.64024764,-0.010531163,0.5786451,0.63759995,-0.0099320905,0.5737908,0.6507055,-0.017871398,0.6013683,0.668063,-0.017044093,0.5882245,0.6758083,-0.009303746,0.57209474,0.672629,-0.0064320457,0.57330835,0.6939308,-0.019102229,0.59699285,0.69863707,-0.018754797,0.58195037,0.70671517,-0.010751173,0.5675667,0.7071921,-0.004663296
A,0.37092602,0.70252264,-0.16219752,0.16466534,0.8755607,-0.6173391,0.43945003,0.71241,-0.9337183,0.4657458,0.6772827,-2.0183373e-07,0.48752022,0.61697716,0.00046592357,0.5309304,0.5661129,-3.8102935e-05,0.5780345,0.5427341,-6.026866e-05,0.6145406,0.54494315,-0.00023331019,0.5659493,0.5675965,-0.009730155,0.61077857,0.5899943,-0.013437407,0.5973413,0.605415,-0.014754392,0.57923484,0.6061312,-0.015147844,0.5714368,0.60765886,-0.012040215,0.6101238,0.632483,-0.010794185,0.59637636,0.6451779,-0.007417015,0.5790613,0.6429598,-0.0071596713,0.5737813,0.6517706,-0.01348815,0.60376966,0.67281747,-0.011999493,0.58906,0.681888,-0.0040795757,0.57260925,0.67852336,-0.001316717,0.5738969,0.69661367,-0.014896293,0.59732306,0.7060764,-0.013378674,0.580966,0.7132195,-0.0050403965,0.56649005,0.7115273,0.0007854275
A,0.3738736,0.70587814,-0.162021,0.17402256,0.87577146,-0.64374244,0.44277108,0.7161438,-1.0151685,0.4675805,0.6800345,-1.8516896e-07,0.48781306,0.6197472,0.0010231653,0.53093374,0.56893355,0.0007127818,0.5783204,0.5461255,0.0008177716,0.6141378,0.54890454,0.00072724733,0.56592095,0.5728573,-0.010898851,0.61249995,0.5914874,-0.014651651,0.59917843,0.60659045,-0.015533983,0.58084524,0.60800076,-0.015516573,0.57156944,0.6134316,-0.013442602,0.6105468,0.63413996,-0.012142459,0.59657156,0.6460724,-0.008061182,0.5792991,0.6437567,-0.007250664,0.5738765,0.65792924,-0.0150194075,0.60372794,0.6756765,-0.013491147,0.58924377,0.6846004,-0.005077809,0.5730363,0.6816674,-0.0019720353,0.5739206,0.7030915,-0.01643122,0.5980053,0.70926636,-0.014857151,0.58197033,0.71654856,-0.006340172,0.5675765,0.715524,-0.00043399853
A,0.3744818,0.71168274,-0.17446196,0.16854966,0.87371486,-0.6373073,0.44948298,0.7173673,-0.9601673,0.46782058,0.6815051,-1.7819534e-07,0.4878778,0.6203615,0.001215336,0.53261054,0.57050776,0.0011623787,0.57971174,0.54540074,0.0015081419,0.616126,0.54729825,0.0016252376,0.5677599,0.5741751,-0.0102449525,0.61349225,0.5920749,-0.013683009,0.60004437,0.6068241,-0.01480829,0.58177316,0.6079313,-0.015007889,0.5738195,0.61502945,-0.01261196,0.6111654,0.6359582,-0.010370507,0.5977708,0.6474466,-0.0062953583,0.58078486,0.64490867,-0.0057064053,0.57629836,0.66009057,-0.014042905,0.6049118,0.67820454,-0.011574435,0.59075564,0.6868152,-0.0034102537,0.5747464,0.6835136,-0.0007258738,0.5765567,0.7054021,-0.015348014,0.5993769,0.7130129,-0.013201014,0.58303636,0.7199114,-0.0048135025,0.5684403,0.71790034,0.0009161699
A,0.37445647,0.7157211,-0.19047104,0.16981804,0.87433213,-0.70344746,0.4550563,0.72219723,-1.0673219,0.47023153,0.6871245,-2.006778e-07,0.49169487,0.6271577,0.0018851013,0.5331538,0.5776768,0.0017327932,0.57970923,0.55409324,0.0017545916,0.6163523,0.5519702,0.0015912023,0.57016623,0.57970405,-0.009971266,0.61440015,0.59850067,-0.012923502,0.60039926,0.6141088,-0.01310197,0.58158314,0.6157444,-0.012621779,0.5764835,0.6201306,-0.012992777,0.613837,0.64134556,-0.010379117,0.6003765,0.6545201,-0.0061508277,0.5835178,0.6527992,-0.005497552,0.57865876,0.6647898,-0.014933931,0.60789466,0.6823831,-0.012633206,0.59336936,0.6920142,-0.004481597,0.57720995,0.68909866,-0.0017032338,0.5781615,0.7105286,-0.016622629,0.6031183,0.7175193,-0.015013083,0.58679044,0.72377276,-0.0065977904,0.57217836,0.7216976,-0.000679494
A,0.3752272,0.71665376,-0.20402893,0.16813791,0.87536687,-0.7538427,0.45807135,0.7242249,-1.1295025,0.4704361,0.6871576,-1.8106219e-07,0.4926359,0.62677467,0.003178728,0.5356301,0.57882255,0.0035223677,0.5817643,0.55524755,0.0036124252,0.6179744,0.5539919,0.0034673288,0.57072407,0.58170086,-0.008705457,0.616596,0.5999164,-0.011305711,0.6037361,0.6146575,-0.010998383,0.5857278,0.61578727,-0.010302208,0.57631445,0.62245345,-0.012491576,0.61423945,0.6419857,-0.010049856,0.6012831,0.65408766,-0.00562714,0.5847596,0.65159523,-0.004927604,0.5778692,0.66744363,-0.0151831275,0.6086905,0.68277085,-0.013252191,0.59468514,0.6924785,-0.004769779,0.57883686,0.68980235,-0.0018034982,0.57677484,0.71306515,-0.017453467,0.60395825,0.7180954,-0.016116165,0.5881467,0.72476023,-0.007444722,0.5735265,0.72271085,-0.0014396627
A,0.37535995,0.7180737,-0.19979744,0.17032623,0.875911,-0.72774696,0.4581858,0.7255274,-1.1078374,0.47134948,0.68983424,-2.0206996e-07,0.49385846,0.6291638,0.0044043246,0.53601336,0.5816528,0.0051897047,0.58163786,0.5588222,0.005345542,0.61765784,0.5580864,0.0050377115,0.5735107,0.58285856,-0.0062974873,0.61666524,0.60447836,-0.008654901,0.60299575,0.6189675,-0.008870241,0.584749,0.6195079,-0.008500321,0.579201,0.6240687,-0.010727179,0.6152669,0.6456001,-0.0076585626,0.60181797,0.65795946,-0.0036752564,0.5847774,0.65577877,-0.00323172,0.5802672,0.66951865,-0.013995966,0.6108329,0.68607324,-0.01163772,0.5962251,0.69618624,-0.0033679914,0.5797378,0.6937451,-0.0004397495,0.5782912,0.7158944,-0.016801905,0.60549974,0.7220134,-0.01521422,0.58932596,0.72868353,-0.006474745,0.5743034,0.7266426,-0.0002384032
A,0.3774594,0.7175716,-0.2018915,0.23452711,0.9592656,-0.71569645,0.46663952,0.73739284,-1.1541411,0.47586024,0.70609844,-1.7831634e-07,0.4982487,0.64340705,0.0017136841,0.54164904,0.59272873,0.0013936404,0.5876958,0.5680039,0.0017860687,0.6230365,0.56703395,0.0017988457,0.5791484,0.599461,-0.013393217,0.61985767,0.6197291,-0.013711425,0.60425055,0.63305336,-0.011862046,0.58486176,0.63388175,-0.010533467,0.5850634,0.64201605,-0.01600219,0.6195953,0.6607584,-0.01105902,0.6045115,0.67199284,-0.0057535693,0.5866813,0.6721808,-0.0049702004,0.58598137,0.68801,-0.016829072,0.6136713,0.7012774,-0.012729756,0.59827435,0.71027523,-0.0039878595,0.581523,0.70980227,-0.001381209,0.5837945,0.7340547,-0.017234437,0.6090946,0.7377249,-0.014578708,0.59236217,0.7442651,-0.0053245514,0.5770869,0.7443271,0.0008754485
A,0.38354504,0.7154254,-0.2064964,0.26350987,0.98318934,-0.74115705,0.47134918,0.74430054,-1.2631414,0.477553,0.71109813,-1.8593738e-07,0.49581325,0.6500523,0.00066718925,0.5379025,0.5988564,0.00090715766,0.58544374,0.5773984,0.0017259385,0.6212314,0.57570934,0.0025924903,0.5776994,0.6069444,-0.009922412,0.6201527,0.6223732,-0.011832039,0.6066582,0.6368035,-0.011208219,0.58775294,0.6392083,-0.010257111,0.58386254,0.6489718,-0.0119401775,0.61968327,0.6652204,-0.008800921,0.60595477,0.6766029,-0.0046451692,0.5887386,0.6763026,-0.004057815,0.5856699,0.69380605,-0.012914315,0.61357886,0.70520073,-0.010829566,0.59884876,0.713395,-0.0032129763,0.5823605,0.7123565,-0.00059396337,0.58481055,0.7388051,-0.013570045,0.6102198,0.74005836,-0.011732639,0.5941415,0.7458918,-0.0033137002,0.57935834,0.7452095,0.0025364936
